                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                0.39464,                0.47143,                  1.003,                0.79127,                0.68809,                0.74739,                0.64904,                0.56053,                0.96167,                 1.0891,               0.000892,               0.000892,               0.000892
                    140,                0.39353,                 0.4601,                0.99954,                0.79173,                0.68707,                0.74741,                0.64938,                0.56087,                0.96204,                 1.0895,               0.000826,               0.000826,               0.000826
                    141,                0.39101,                0.46233,                0.99425,                0.78931,                0.69061,                 0.7476,                0.64931,                0.56139,                0.96311,                   1.09,                0.00076,                0.00076,                0.00076
                    142,                0.39017,                0.45747,                0.99724,                0.78883,                0.69072,                0.74779,                0.64958,                0.56166,                0.96284,                 1.0906,               0.000694,               0.000694,               0.000694
                    143,                0.38953,                0.46142,                 0.9988,                 0.7886,                0.69037,                0.74789,                0.64952,                0.56212,                0.96289,                 1.0912,               0.000628,               0.000628,               0.000628
                    144,                0.38618,                0.45217,                0.99572,                0.79114,                0.68939,                0.74811,                0.64985,                 0.5626,                0.96303,                 1.0919,               0.000562,               0.000562,               0.000562
                    145,                0.38321,                0.44789,                0.99178,                0.79206,                0.68913,                0.74834,                0.65002,                0.56273,                0.96345,                 1.0922,               0.000496,               0.000496,               0.000496
                    146,                 0.3861,                0.44732,                0.99474,                 0.7926,                0.68948,                0.74827,                0.64973,                0.56278,                0.96385,                 1.0924,                0.00043,                0.00043,                0.00043
                    147,                0.38094,                0.44167,                0.99013,                0.79314,                0.68994,                0.74883,                0.65018,                  0.563,                0.96364,                 1.0929,               0.000364,               0.000364,               0.000364
                    148,                0.38124,                0.43834,                0.99081,                 0.7772,                0.70048,                0.74886,                0.65062,                0.56323,                 0.9638,                 1.0935,               0.000298,               0.000298,               0.000298
                    149,                  0.383,                0.44228,                0.99194,                0.77581,                0.70273,                0.74903,                0.65065,                0.56335,                0.96404,                 1.0938,               0.000232,               0.000232,               0.000232
